title,total_ratings,install_million,avg_rating,growth_30days,growth_60days,Category,5_star_rating,4_star_rating,3_star_rating,2_star_rating,1_star_rating,price,paid
Redline Rush: Police Chase Racing,288581,10,4,0,0.1,Racing,210942,32264,18169,8367,18836,0,FALSE
Venom Angry Crashy Rush Online,285623,10,4,0.3,0.6,Strategy,200973,25295,15672,9782,33899,0,FALSE
GT Racing 2: The Real Car Exp,285522,10,4,0,0,Racing,209958,33351,13914,7231,21065,0,FALSE
Monster Truck Destruction™,284892,10,4,0.2,0.4,Racing,200210,26653,16790,8834,32403,0,FALSE
Real Racing 3,284450,100,4,0,0,Racing,193903,44509,15942,8162,21931,0,FALSE
Game of Thrones: Conquest ,284337,10,4,311.5,1.4,RolePlaying,185851,22546,15187,11038,49712,0,FALSE
Words Crush: Hidden Words!,283889,5,4,0,0,Word,194268,61126,18046,3469,6978,0,FALSE
MMX Hill Dash,283592,10,4,0.1,0.3,Racing,202256,41141,15071,5659,19463,0,FALSE
Stickman Downhill Motocross,283127,10,4,0,0,Racing,205997,35802,17941,5514,17871,0,FALSE
Pinball Pro,282866,10,4,0,0,Board,190032,46076,23927,6933,15895,0,FALSE
Fight List - Categories Game,282642,10,3,0.1,0.3,Trivia,139977,55995,27747,17549,41371,0,FALSE
MOTO LOKO HD,282063,10,4,0,0.1,Racing,196521,27353,21819,7648,28719,0,FALSE
Offroad Legends 2,281848,10,4,0.1,0.3,Racing,195324,38185,19227,7908,21201,0,FALSE
DATA WING,281769,5,4,0.3,0.5,Racing,254416,15454,4525,2037,5334,0,FALSE
Lineage2 Revolution,281603,5,3,0.1,0.2,RolePlaying,176808,25306,16764,9471,53251,0,FALSE
"Jawaker Trix, Tarneeb, Baloot, Hand & More",281352,10,4,5.3,11.6,Card,199329,10974,7664,4036,59346,0,FALSE
Race the Traffic Moto,280605,10,4,0,0,Racing,188046,26619,24879,10609,30449,0,FALSE
Roller Skating Girls - Dance on Wheels,280566,10,4,1.3,2.9,RolePlaying,199651,24809,14347,9953,31803,0,FALSE
Castle Clash: Batalha de Guildas,280494,1,4,0.1,0.3,Strategy,209506,23609,14537,5804,27036,0,FALSE
Epic Race 3D,280243,50,4,2.5,7.7,Racing,185132,28854,20922,12717,32615,0,FALSE
The Walking Dead: Survivors,278920,5,4,61.7,0,Strategy,218262,37400,13806,3115,6334,0,FALSE
Fill-The-Words - word search puzzle,277485,10,4,0.3,0.6,Word,224023,28333,9358,4014,11754,0,FALSE
Checkers Online Elite,277062,10,4,0,0,Board,186130,33342,18640,8135,30813,0,FALSE
Fanatical Basketball,276833,10,4,0.5,1.1,Sports,188798,28592,20486,9394,29561,0,FALSE
Woody Block Puzzle ®,276518,10,4,0.4,0.8,Board,195563,43630,12654,6916,17752,0,FALSE
Diamond Quest: Don't Rush!,276333,10,4,0.5,1.2,Adventure,202494,37063,16735,6257,13781,0,FALSE
PBA Bowling Challenge,276082,10,4,0.3,0.6,Sports,195262,46016,14447,5826,14527,0,FALSE
Kiss of War,274882,5,4,2.9,7.7,Strategy,223344,23286,10822,4325,13103,0,FALSE
Sonic Cat - Slash the Beats,273983,10,4,1.8,3.7,Music,233792,15101,7350,3745,13992,0,FALSE
Drift Max,273705,10,4,0.6,1.2,Racing,188833,29440,18180,8800,28450,0,FALSE
Billionaire Casino Slots - The Best Slot Machines,272892,10,4,1.1,2.4,Casino,194550,29431,13763,6678,28469,0,FALSE
City Driving 3D,272721,10,3,0.1,0.2,Racing,138933,22589,21760,15256,74182,0,FALSE
Touchgrind Skate 2,272380,10,3,0.7,1.5,Sports,154533,37974,24205,12601,43063,0,FALSE
Conquerors: Golden Age,272243,10,3,0.4,1.2,Strategy,170316,12438,9587,6677,73223,0,FALSE
Iron Desert - Fire Storm,272201,5,4,0,0,Strategy,191275,34133,16626,7165,23000,0,FALSE
Jackpot World™ - Free Vegas Casino Slots,272095,5,4,225.1,5.5,Casino,206509,33265,13164,4388,14767,0,FALSE
Torque Burnout,271610,10,4,0.2,0.5,Racing,189031,25182,16212,9799,31385,0,FALSE
Baseball Superstars® 2013,269937,5,4,0.1,0,Sports,190570,40822,19536,5036,13970,0,FALSE
Westbound:Perils Ranch,269887,10,4,0,60.6,Adventure,215891,22409,13503,5547,12534,0,FALSE
Gaple-Domino QiuQiu Poker Capsa Slots Game Online,267286,5,4,3.6,9.4,Board,216554,19173,11667,5256,14634,0,FALSE
Clumsy Ninja,267176,10,4,0.1,0.1,Adventure,203138,20459,11244,6006,26326,0,FALSE
"GAMEE Prizes - Play Free Games, WIN REAL CASH!",266126,10,4,5550.2,14.5,Casino,176379,35942,22679,9287,21836,0,FALSE
Flip Master,266048,10,4,0.5,1.1,Sports,182023,29897,18752,9196,26178,0,FALSE
NEW SLOTS 2021,265946,5,4,0.9,1.8,Casino,219920,23950,8698,2822,10553,0,FALSE
Archery Tournament,265926,10,4,0,0,Sports,149106,49116,30239,11901,25562,0,FALSE
Buraco Canasta Jogatina: Card Games For Free,265004,10,4,0.2,1.2,Card,177294,36354,18820,8577,23957,0,FALSE
Backgammon - Narde,264663,10,4,0.9,2,Board,196888,23316,7163,4340,32954,0,FALSE
Quick Hit Casino Games - Free Casino Slots Games,264556,10,4,0.5,1.1,Casino,189320,36506,18622,5091,15015,0,FALSE
Winner Soccer Evolution,264519,10,4,1.5,3.2,Sports,184046,26125,16655,9001,28690,0,FALSE
Palabras Cruz,264230,10,4,0.4,1.1,Word,217546,20368,8725,4167,13422,0,FALSE
Governor of Poker 3 - Free Texas Holdem Card Games,263341,5,4,1,2,Card,190221,26703,9851,5793,30771,0,FALSE
Bingo Pop: Free Live Multiplayer Bingo Board Games,263074,10,4,0.7,1.3,Board,206440,26008,11760,5865,12999,0,FALSE
RISK: Global Domination,261799,10,4,1.6,3.2,Board,186942,34906,13333,6552,20064,0,FALSE
Shoot Goal - Football Stars Soccer Games 2021,261197,10,4,0.2,0.4,Sports,173684,24880,16850,9080,36700,0,FALSE
Tongits Go-Exciting and Competitive Card Game,258755,10,4,6.1,13.5,Casino,222685,12554,7642,3397,12474,0,FALSE
Badminton 3D,258454,10,4,0.1,0.1,Sports,165941,39223,24908,6873,21507,0,FALSE
Slots: Epic Jackpot Slots Games Free & Casino Game,257492,1,4,0.9,2,Board,234050,11006,4005,1777,6651,0,FALSE
Yalla Ludo - Ludo&Domino,256773,50,4,8.2,20.5,Board,195552,14301,10068,6125,30724,0,FALSE
Tap Color - Color by number. Coloring Game,256158,10,4,0.3,0.7,Board,202678,19491,11109,6294,16584,0,FALSE
Photo Finish Horse Racing,254590,5,4,435.4,0.4,Sports,216840,19662,6088,2999,8998,0,FALSE
Drum Set Music Games & Drums Kit Simulator,253894,10,3,0.3,0.9,Music,139713,20684,15206,8877,69411,0,FALSE
Basketball Kings: Multiplayer,252130,5,4,0,0,Sports,198907,28125,12033,3178,9884,0,FALSE
Stickman Soccer 2016,251087,10,4,0.1,0.2,Sports,173365,29455,16365,7119,24782,0,FALSE
LEGO® Star Wars™: TFA,248376,10,3,0.8,1.7,Adventure,156766,21189,14838,10225,45355,0,FALSE
Tinker Island - Survival Story Adventure,245912,5,4,0.5,1.1,Adventure,157308,34746,19289,10917,23650,0,FALSE
Texas Hold'em & Omaha Poker: Pokerist,245912,10,4,0.6,1.2,Card,159956,26398,12115,6172,41269,0,FALSE
Word Stacks,245709,10,4,0.6,1.4,Word,206426,17793,7608,4503,9376,0,FALSE
Ultimate Tennis: 3D online sports game,245430,10,4,0.2,0.5,Sports,157055,35355,16787,8030,28200,0,FALSE
FPS Commando Secret Mission - Free Shooting Games,244108,100,4,7,17,Adventure,162830,18935,13921,9969,38451,0,FALSE
Futsal Football 2,243214,10,2,0,0,Sports,84461,12107,13275,8344,125025,0,FALSE
Onnect - Pair Matching Puzzle,242006,10,4,0.8,2.2,Board,161104,36953,11231,7784,24932,0,FALSE
Indian Rummy: Play Rummy Game Online,240095,10,4,0.6,1.1,Card,158888,27598,14303,7201,32103,0,FALSE
Dancing Ballz: Magic Dance Line Tiles Game,240014,10,4,0.3,0.7,Music,163437,25465,17153,9079,24877,0,FALSE
BEAT MP3 - Rhythm Game,239452,10,3,0,0,Music,135432,33561,30264,10088,30105,0,FALSE
Guitar Band Battle,237878,10,4,0.6,1.1,Music,149371,35947,17998,8445,26114,0,FALSE
Ludo SuperStar,237706,50,4,3.2,6.4,Board,152766,23513,14002,10385,37038,0,FALSE
The Island Castaway: Lost World®,237178,1,4,0.3,0.6,Adventure,140986,51097,29799,6942,8351,0,FALSE
Criminal Case: Pacific Bay,236968,10,4,0.3,0.5,Adventure,178035,28566,13369,5155,11840,0,FALSE
The Wolf Among Us,236324,5,4,0.2,0.4,Adventure,179887,22918,10579,5559,17378,0,FALSE
Word Search Quest - Free Word Puzzle Game,236235,10,4,4.2,8.8,Word,186167,30988,8397,2702,7978,0,FALSE
Word Yard - Fun with Words,235887,1,4,0.4,0.9,Word,185227,31473,10830,2645,5709,0,FALSE
Dead Ninja Mortal Shadow,235190,5,4,0,0.1,Adventure,180024,25247,13218,3889,12808,0,FALSE
Word Trip,232803,5,4,1.9,3.7,Word,175261,35702,14082,3142,4614,0,FALSE
RummyCircle - Play Indian Rummy Online | Card Game,232276,10,4,0.7,1.2,Card,154927,28783,11168,5738,31658,0,FALSE
BlockStarPlanet,232238,10,3,0.6,1.3,Adventure,139009,29963,15906,9032,38326,0,FALSE
FreeCell Solitaire,230415,10,4,0.5,1.2,Card,169079,43639,8617,2639,6438,0,FALSE
AVATAR MUSIK - Music and Dance Game,230317,5,3,0.1,0.2,Music,150738,15438,11184,6960,45995,0,FALSE
Baby Panda World,229515,50,4,11,23.1,Educational,177112,13802,8861,6241,23497,0,FALSE
Street Chaser,228860,50,4,5156.3,6.8,Adventure,155724,17892,13469,9404,32368,0,FALSE
Domino Gaple TopFun(Domino QiuQiu):Free dan online,228476,1,4,0.1,0.2,Board,180118,13063,9967,5143,20184,0,FALSE
Word Cross,228204,10,4,0.2,0.5,Word,181563,21290,9942,4038,11368,0,FALSE
Draw a Stickman: EPIC Free,228093,10,3,0.1,0.2,Adventure,137922,23910,18607,10966,36685,0,FALSE
Chess - Clash of Kings,221378,10,4,3.1,8.2,Board,155994,33820,12131,4574,14856,0,FALSE
Heads Up!,221349,10,3,0.1,0.3,Word,113346,23864,14334,9889,59914,0,FALSE
"Hotel Transylvania Adventures - Run, Jump, Build!",220878,10,4,1.1,2.4,Adventure,162516,19437,10535,6342,22045,0,FALSE
Benji Bananas Adventures,220154,10,4,0,0.1,Adventure,157452,29143,14521,4294,14741,0,FALSE
"Colorscapes - Color by Number, Coloring Games",219916,10,4,4.8,10.4,Board,190920,12118,6114,2732,8029,0,FALSE
Слова из Слова,218894,5,4,0.9,1.9,Word,180588,21920,8357,2413,5614,0,FALSE
Wordington: Words & Design,218842,10,4,541.1,7.2,Word,130283,43254,23231,8317,13755,0,FALSE
Music Racer,217878,5,4,0.3,0.7,Music,144790,22711,13991,9427,26956,0,FALSE
I Know Stuff : trivia quiz,216643,10,4,0,0,Trivia,154643,26117,15302,5847,14732,0,FALSE
Gaminator Casino Slots - Play Slot Machines 777,215021,5,4,1,2.3,Casino,170145,17010,7086,3398,17380,0,FALSE
Wort Guru,214916,5,4,0.6,1.3,Word,161430,31740,8811,3932,9000,0,FALSE
What Am I? – Family Charades (Guess The Word),214864,10,4,0.2,0.4,Word,132364,28059,18579,9050,26810,0,FALSE
Aplasta Palabras：Juego de Palabras Gratis sin wifi,214313,10,4,17.1,5556.2,Word,189623,16387,4835,935,2530,0,FALSE
Seven - Deadly Revelation - Horror Chat Adventure,214038,1,4,0.8,1.9,Adventure,148804,36783,15996,4554,7899,0,FALSE
Survival Island: EVO 2,212099,10,3,0.1,0.2,Adventure,119575,23404,18969,9375,40773,0,FALSE
Double Win Casino Slots - Free Video Slots Games,211511,1,4,1.1,2.2,Casino,174952,18748,7633,2843,7333,0,FALSE
Who Wants to Be a Millionaire? Trivia & Quiz Game,211433,10,4,1.4,2.8,Trivia,139578,35991,14066,6178,15616,0,FALSE
TopFun Domino QiuQiu:Domino99 (KiuKiu),211163,5,4,0.8,1.6,Card,141282,14863,12545,7859,34611,0,FALSE
Stop - Categories Word Game,210662,10,3,1646,2.7,Word,84777,34401,27058,17819,46604,0,FALSE
Masha and the Bear. Educational Games,210406,100,4,1.9,4.3,Educational,142332,15737,11577,9045,31713,0,FALSE
Zoo 2: Animal Park,209326,10,4,1.7,5.1,Adventure,135267,34179,15209,7029,17639,0,FALSE
Spades Royale - Best Online Spades Card Games App,208319,1,4,1.7,3.5,Card,175964,12836,6602,3371,9544,0,FALSE
UTP - Ultimate Teen Patti (3 Patti),208279,10,4,0.4,0.7,Casino,146678,19467,7368,4159,30605,0,FALSE
BEAT MP3 2.0 - Rhythm Game,208186,10,4,0,0.1,Music,125085,30702,21835,7760,22802,0,FALSE
Ludo Talent- Online Ludo&Chatroom,207685,10,4,3.7,6.3,Board,138317,22597,12774,6990,27005,0,FALSE
Free Slot Machines with Bonus Games!,207326,5,4,0.2,0.5,Casino,189655,7941,3925,1388,4415,0,FALSE
Mahjong Master,206953,10,4,0.1,0.3,Board,159460,31048,8926,2908,4608,0,FALSE
Solitaire TriPeaks Journey - Klondike Card Games,205537,5,4,1.6,3.4,Card,156282,28591,12716,3029,4918,0,FALSE
Spider Rope Hero - Gangster New York City,205339,10,4,5,11.4,Adventure,157834,9984,7605,5007,24906,0,FALSE
Pepi House: Happy Family,204816,10,4,1.5,3.3,Educational,132787,19175,11845,9717,31289,0,FALSE
Hot Shot Casino Free Slots Games: Real Vegas Slots,204371,5,4,0.2,0.4,Casino,147841,26775,14092,3867,11793,0,FALSE
Hidden City: Hidden Object Adventure,202932,10,4,0.1,0.1,Adventure,120363,50493,20584,4941,6548,0,FALSE
Durak,202598,5,4,0.1,0.2,Card,145751,24108,8139,4224,20373,0,FALSE
SuperStar SMTOWN,202039,5,4,0.8,1.6,Music,135506,24399,12350,6997,22784,0,FALSE
"Math Games, Learn Add, Subtract, Multiply & Divide",201926,10,4,3,6.9,Educational,154697,16426,8631,5266,16904,0,FALSE
Spades Free,200923,5,4,0,0,Card,137772,38789,11720,4586,8053,0,FALSE
Backgammon Free - Lord of the Board - Table Game,200804,5,4,2.3,4.9,Board,147818,11277,6510,3918,31278,0,FALSE
YAHTZEE® With Buddies Dice Game,199569,10,4,1.6,3.4,Board,122036,28805,14402,10209,24114,0,FALSE
CASE: Animatronics - Horror game,198913,5,4,1.2,2.4,Adventure,154771,19840,8313,3912,12075,0,FALSE
Super City (Superhero Sim),196731,10,4,2,5,Adventure,140066,18997,10561,6110,20994,0,FALSE
Domino QiuQiu 2020 - Domino 99 · Gaple online,194946,5,4,3.4,69441.4,Card,158260,10262,8488,4393,13540,0,FALSE
Sudoku Free,193778,5,4,0,82.3,Board,139962,43688,6448,1179,2499,0,FALSE
Kelime Gezmece,191924,10,4,0.9,2.3,Word,154792,16507,5190,2903,12529,0,FALSE
Scopa - Free Italian Card Game Online,191804,5,3,1.1,2.1,Card,115344,20710,10774,7259,37715,0,FALSE
Girl Games: Unicorn Cooking Games for Girls Kids,191141,10,4,10,24.7,Educational,150962,11416,6201,5011,17549,0,FALSE
Fun 101 Okey,190736,5,4,1.1,2.3,Board,159290,6177,3043,1955,20268,0,FALSE
Tile Craft - Triple Crush: Puzzle matching game,189798,5,4,0.8,2.4,Board,130404,35555,15055,3097,5684,0,FALSE
Bingo Tycoon,189656,10,4,54.5,0,Casino,127766,19807,11872,6245,23964,0,FALSE
Dot n Beat - Magic Music Game,189580,10,4,0.1,0.2,Music,144341,14615,8725,4546,17351,0,FALSE
World Geography - Quiz Game,189577,10,4,0.5,1.3,Trivia,136572,37927,7274,2381,5421,0,FALSE
Pepi Super Stores: Fun & Games,188628,10,4,1.8,4,Educational,131144,14630,9261,7644,25947,0,FALSE
Friendzoned,187523,1,4,1.1,3,Adventure,153686,22367,6679,1949,2839,0,FALSE
Smash Colors 3D - Free Beat Color Rhythm Ball Game,185412,10,4,19.1,43.7,Music,149100,13083,6873,3680,12673,0,FALSE
LEGO� DUPLO� Train,185082,10,4,0,0,Educational,129634,16481,12725,5763,20476,0,FALSE
Nobodies: Murder Cleaner,184387,5,4,1.1,2.2,Adventure,137725,24816,9649,4022,8173,0,FALSE
Coin Dozer: Casino,183628,5,4,0.6,1.1,Casino,141239,20865,10352,3829,7340,0,FALSE
Dice With Buddies™ Free - The Fun Social Dice Game,183337,5,4,0.2,0.5,Board,114799,27401,13296,8750,19089,0,FALSE
Travelling Millionaire,183016,5,3,0,0.1,Board,113744,11105,9547,5602,43015,0,FALSE
Immortal Taoists - Nieli has arrived,182995,1,4,1.9,3.3,Word,129657,29055,10347,3745,10188,0,FALSE
Jalebi - A Desi Adda With Ludo Snakes & Ladders,182761,10,4,1.4,2.8,Word,127393,20564,11388,5948,17466,0,FALSE
Homicide Squad: New York Cases,181431,1,4,1.7,3.9,Adventure,118453,37881,17008,3258,4828,0,FALSE
Guess The Brand - Logo Mania,181338,10,4,0,0,Trivia,118311,29600,14815,4971,13639,0,FALSE
Word Find - Word Connect Free Offline Word Games,181110,10,4,2.6,5.7,Word,142345,22175,8955,2286,5347,0,FALSE
MONOPOLY Slots - Slot Machines,179520,5,4,1.1,2.2,Casino,139632,11699,5599,3789,18798,0,FALSE
Willy Wonka Slots Free Casino,179001,1,4,0.5,1.1,Casino,138485,21446,8344,2918,7805,0,FALSE
Microsoft Solitaire Collection,178476,5,4,1.5,3.1,Card,135825,19743,7755,4561,10590,0,FALSE
Classic Words Solo,178241,10,4,0.6,1.2,Word,117919,40925,10450,2802,6142,0,FALSE
Little Panda's Restaurant,177900,50,4,3.5,6.7,Educational,136565,10350,6860,5324,18798,0,FALSE
Solitaire Arena,177098,1,4,0,0,Card,121906,34850,10285,3125,6930,0,FALSE
Critical Action :Gun Strike Ops - Shooting Game,176486,50,4,1.8,3.9,Adventure,115933,13880,9575,6955,30141,0,FALSE
Reversi Free,175718,5,4,0.1,0.2,Board,114159,37346,11296,3368,9546,0,FALSE
Mango Capsa Susun,174545,5,3,0.2,0.4,Card,96745,13756,10747,6368,46927,0,FALSE
Futurama: Worlds of Tomorrow,174281,5,4,0.2,0.4,Adventure,102685,29511,14650,7075,20357,0,FALSE
Roulette Royale - FREE Casino,174066,10,4,1.4,2.7,Casino,123770,19227,11002,5367,14697,0,FALSE
Rummikub®,173571,5,4,2.4,4.9,Board,143591,13315,4405,2750,9508,0,FALSE
Slots Free - Big Win Casino™,173372,5,4,0,0,Casino,126569,21203,10941,4076,10581,0,FALSE
Jurassic Survival Island: Dinosaurs & Craft,173009,10,4,0.7,1.4,Adventure,112463,17402,9523,6694,26925,0,FALSE
Millionaire 2021 - Free Trivia Quiz Offline Game,172772,10,4,6.7,16.9,Trivia,121153,22621,9172,5335,14488,0,FALSE
Pmang Poker : Casino Royal,172651,5,4,0.7,0.9,Casino,106066,26042,13410,4426,22704,0,FALSE
Slotpark - Online Casino Games & Free Slot Machine,172200,5,4,1.4,3,Casino,123431,19427,8684,4217,16439,0,FALSE
Soccer Spirits,170875,1,4,0,0,Card,111965,21094,10487,6272,21054,0,FALSE
Slots Casino - Jackpot Mania,170510,5,4,0.3,0.6,Casino,144759,10409,4881,2271,8188,0,FALSE
Belote.com - Free Belote Game,170181,1,4,55880.6,5.3,Card,116976,33175,10188,3336,6503,0,FALSE
Draw and Guess Online,170069,1,4,0.1,0.2,Word,121027,17716,9108,5598,16616,0,FALSE
Tile Master - Classic Triple Match & Puzzle Game,169696,50,4,3.8,13.4,Board,124263,11055,8516,6437,19422,0,FALSE
Words Crush: Hidden Themes!,169669,1,4,15.1,23,Word,112145,39957,13125,1904,2536,0,FALSE
Guess The Song - Music Quiz,169372,10,4,0,0,Trivia,117777,24617,11618,3899,11458,0,FALSE
Jungle Adventures,167371,10,4,0.9,1.9,Adventure,119216,14108,9116,6127,18801,0,FALSE
Piano Games - Free Music Piano Challenge 2020,166382,10,3,0.1,0.3,Music,90107,17468,12983,9208,36614,0,FALSE
Can you escape the 100 room IV,166160,5,4,1.2,2.4,Trivia,117768,29132,11301,2815,5141,0,FALSE
Soda Dungeon,166142,1,4,0.1,0.3,Adventure,130867,22259,6726,1980,4308,0,FALSE
Logo Game: Guess Brand Quiz,166022,10,4,0.2,0.4,Trivia,98721,21044,15401,8503,22350,0,FALSE
Draw Your Game,165363,10,3,0.3,0.7,Adventure,82072,18237,15811,10471,38770,0,FALSE
Smolsies - My Cute Pet House,164764,10,4,3.3,7.3,Educational,118137,14783,8830,5341,17670,0,FALSE
Hop Ball 3D: Dancing Ball on the Music Tiles,164622,50,4,1.5,3.3,Music,104696,17994,10039,7088,24803,0,FALSE
Epic Heroes - Dragon fight legends,164143,1,4,1446.6,1,Adventure,126888,15295,8052,3446,10459,0,FALSE
Castle Cats - Idle Hero RPG,164000,5,4,0.8,1.6,Adventure,138571,12269,4782,2475,5900,0,FALSE
Polskie Złote Zdrapki,163771,1,4,0.1,0.2,Card,123907,22509,8782,2537,6034,0,FALSE
Color Mania Quiz - Guess the logo game,163390,1,4,0,0,Trivia,137315,9324,6925,2488,7335,0,FALSE
Ludo,162936,50,4,6.5,12.8,Board,114317,17059,9620,5048,16890,0,FALSE
Treasure Diving,162534,1,4,0,264,Adventure,139554,12547,5061,1647,3723,0,FALSE
Baby Panda Care,161896,50,4,1.1,2.4,Educational,113255,11857,7862,7032,21887,0,FALSE
Crossword Jam,161543,5,4,0,0.1,Word,131821,16783,6607,2394,3934,0,FALSE
Beat Craft,161111,5,4,1.2,2.5,Music,117376,21217,8910,3356,10249,0,FALSE
Carrom King™ - Best Online Carrom Board Pool Game,160744,50,4,3.9,42875.2,Board,106470,17372,9565,5473,21862,0,FALSE
PlanetCraft: Block Craft Games,159801,10,3,1.2,2.6,Adventure,97662,15566,9679,6406,30485,0,FALSE
Word Crack Mix 2,159344,5,4,0,0,Word,81269,41668,14268,5012,17124,0,FALSE
Fleet Battle - Sea Battle,158521,10,4,1.6,3.3,Board,108183,26837,11124,3535,8839,0,FALSE
Word Domination,157519,5,4,0.9,1.4,Word,95422,29899,11554,6611,14031,0,FALSE
TTS Lontong,157252,5,4,0,0.1,Trivia,108158,19571,11615,4656,13250,0,FALSE
Word Crush,157049,1,4,3.6,8.3,Word,115329,28558,7955,1715,3489,0,FALSE
Truco ZingPlay: Jogo de cartas online grátis,155922,1,4,0.2,0.4,Card,115228,10542,7061,4284,18804,0,FALSE
Bunny Skater,155657,10,4,0.2,0.4,Adventure,112657,13089,9609,4869,15429,0,FALSE
Baby Panda's School Bus - Let's Drive!,155279,50,4,4.9,9.8,Educational,117842,9711,6246,4458,17020,0,FALSE
Dinos Online,155193,5,4,0.6,1.4,Adventure,102527,16613,9828,5977,20246,0,FALSE
Prison Escape Puzzle: Adventure,154835,10,4,0.3,0.7,Adventure,99726,22100,12197,5612,15197,0,FALSE
Fairway Solitaire - Card Game,154738,5,4,0.6,1.4,Card,116190,23913,7511,2297,4824,0,FALSE
Bingo by Alisa - Free Live Multiplayer Bingo Games,154112,1,4,0,0,Casino,119255,21177,7308,2113,4257,0,FALSE
Solitaire: classic card game,153690,5,4,1.5,3.4,Card,136827,9554,2785,1257,3264,0,FALSE
Piknik - Word Snack,153087,5,4,0.2,0.5,Word,120977,15730,6931,2476,6971,0,FALSE
"Rhythm Hive : Play with BTS, TXT, ENHYPEN!",152996,1,4,10.9,30.2,Music,124784,15891,5795,2434,4090,0,FALSE
Baby Panda's Fashion Dress Up Game,152780,50,4,3.1,6.8,Educational,113689,8994,6478,5001,18617,0,FALSE
Jeopardy!® Trivia Quiz Game Show,152329,1,4,0.4,0.9,Trivia,96618,31508,11662,4834,7705,0,FALSE
Scratch Logo Quiz. Challenging brain puzzle,152275,10,3,0,0,Trivia,74829,18205,16867,8518,33854,0,FALSE
Dummy Hero,152145,1,4,0.2,0.3,Card,102186,25534,13116,3079,8228,0,FALSE
Numberzilla - Number Puzzle | Board Game,151671,10,4,4.7,11.4,Board,94437,20567,13519,6540,16605,0,FALSE
Spin of Fortune - Quiz,151512,10,4,0.3,0.8,Trivia,101790,20627,10902,4892,13299,0,FALSE
Give It Up! - Beat Jumper & Music Rhythm Tap,151011,5,4,0,0,Music,102981,19281,10003,4142,14602,0,FALSE
Slots: VIP Deluxe Slot Machines Free - Vegas Slots,151004,5,4,0,0.1,Board,136805,6439,2289,1159,4309,0,FALSE
Word Surf - Word Game,150279,5,4,3.3,5.9,Word,121012,19182,3828,1578,4677,0,FALSE
Solitaire Collection,150087,5,4,0.4,1.1,Card,121848,19155,4401,1457,3224,0,FALSE
One More Line,149674,5,4,0,0,Music,85482,23970,13830,7370,19020,0,FALSE
Domino QiuQiu KiuKiu Online(koin gratis),149633,1,4,1.3,2.5,Board,129492,5996,3944,2091,8108,0,FALSE
WordWhizzle Search,149553,1,4,0,0.1,Word,108634,29499,8257,1406,1755,0,FALSE
Evil Apples: You Against Humanity!,149422,5,4,0.2,0.5,Word,88307,24693,12946,6798,16675,0,FALSE
"Truck games for kids - build a house, car wash",147633,100,4,5446.9,10.2,Educational,98893,11767,8266,6773,21932,0,FALSE
Word Chums,146848,1,4,0.2,0.3,Word,115040,22564,3627,1508,4107,0,FALSE
Poker Texas Boyaa,146663,5,3,0.1,0.2,Casino,84613,13974,13184,5793,29096,0,FALSE
"Baby Games for 2,3,4 year old toddlers",146101,10,4,4.6,10,Educational,111993,21993,6404,1817,3892,0,FALSE
Scratch Day,145635,5,3,0.1,0.3,Casino,88085,17381,12934,5744,21490,0,FALSE
Solitaire Classic,145613,5,4,0.7,1.6,Card,114843,19267,5656,1668,4177,0,FALSE
Solitaire!,145481,10,4,0,0,Card,106115,27404,6189,1966,3803,0,FALSE
Fluvsies - A Fluff to Luv,145347,10,4,8.2,18.8,Educational,110407,11110,6183,3914,13730,0,FALSE
Word Trek - Word Brain streak - hand made puzzles,143930,5,4,0,0,Word,94662,31667,11131,2545,3923,0,FALSE
The Elder Scrolls: Legends,143615,1,3,0.1,0.1,Card,85985,19159,9904,5796,22768,0,FALSE
General Knowledge Quiz,143211,5,4,0,0,Trivia,91487,28262,11460,3963,8036,0,FALSE
Food Quiz,142859,10,4,0,0,Trivia,92830,17284,10837,5878,16027,0,FALSE
My Town : Police Station. Policeman Game for Kids,142128,10,4,2.1,4.4,Educational,97965,10628,7445,6616,19471,0,FALSE
Baby Panda’s Ice Cream Shop,141681,50,4,2.2,4.7,Educational,105203,9009,6799,4859,15808,0,FALSE
Slot Machine - FREE Casino,141345,10,4,11.4,22.9,Casino,83149,26077,14384,5285,12447,0,FALSE
Mahjong Titan,141110,10,4,0,0.1,Board,99540,32990,6680,890,1010,0,FALSE
Rock N' Cash Casino Slots -Free Vegas Slot Games,140882,1,4,2.5,5.6,Casino,103574,20093,9394,2580,5239,0,FALSE
Einstein's Riddle Logic Puzzles,140706,1,4,0.7,1.4,Board,106667,25275,5275,1430,2056,0,FALSE
Slots: Get Rich Free Slots Casino Games Offline,139860,1,4,0.7,1.4,Casino,126642,5717,2420,1095,3984,0,FALSE
Tap Tap Music-Pop Songs,139058,10,4,0.2,0.4,Music,96177,12792,7743,5496,16847,0,FALSE
Bingo Journey - Lucky & Fun Casino Bingo Games,138883,1,4,2.4,4.7,Casino,103586,18665,8883,2911,4835,0,FALSE
Rummy 45 - Remi Etalat,138755,1,4,0.8,1.8,Card,117683,11887,3998,1196,3988,0,FALSE
SongPop 2 - Guess The Song,138709,5,3,0.2,0.5,Music,73982,19252,13140,8577,23755,0,FALSE
Coloring & Learn,138294,50,4,4.6,11.1,Educational,95108,13510,8076,5246,16351,0,FALSE
